Nr.,interaction type,GO Term,GO Term 2,MI Term,kinasefamily,kin_phos,Kinase_Phos,Target,pSite,PMID,Pathway,Ppase family
6112,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT5G55910,AT1G70940,,23709629,hormone signaling.auxin-transport,
6113,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT3G27580,AT1G70940,,23709629,hormone signaling.auxin-transport,
6114,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT4G26610,AT1G70940,,23709629,hormone signaling.auxin-transport,
6115,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT5G47750,AT1G70940,,23709629,hormone signaling.auxin-transport,
3775,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT3G23310,AT1G66410,,TAIR,not specified,
958,protein regulation,GO:0065009,regulation of molecular function,no,AGC,kinase,AT2G34650,AT1G62360,,15371311,hormone signaling.auxin-transport,
961,protein regulation,GO:0065009,regulation of molecular function,no,AGC,kinase,AT2G34650,AT1G62360,,15371311,development.root,
785,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT5G04510,AT1G53700,,16973627,not specified,
3792,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT5G04510,AT1G53700,,TAIR,not specified,
858,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT3G25250,AT1G31870,,21175636,not specified,
967,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT3G45780,AT1G30440,,19524572,not specified,
852,protein regulation,GO:0065009,regulation of molecular function,no,AGC,kinase,AT3G25250,AT1G27540,,21175636,not specified,
6111,gene regulation,GO:0010468,regulation of gene expression,no,AGC,kinase,AT3G45780,AT1G25490,,23888933,signaling.light,
933,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT5G55910,AT1G23080,,19168677,hormone signaling.auxin-transport,
851,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT3G25250,AT1G22920,,21175636,not specified,
780,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT5G04510,AT1G16440,,16973627,not specified,
795,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT5G04510,AT1G16440,,16973627,not specified,
925,protein regulation,GO:0065009,regulation of molecular function,no,AGC,kinase,AT3G45780,AT1G09570,,18952772,signaling.light,
38,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT3G25250,AT1G06700,,21276203,stress.biotic.reactive oxygen species,
60,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT3G25250,AT1G06700,,17040918,stress.biotic.reactive oxygen species,
61,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AGC,kinase,AT3G25250,AT1G06700,,17040918,stress.biotic.reactive oxygen species,
3781,interaction,GO:0005515,protein binding,MI:0914,AGC,kinase,AT3G25250,AT1G06700,,TAIR,not specified,
751,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G08730,,,7828736,stress.abiotic.drought and osmotic,
752,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G08720,,,7828736,stress.abiotic.drought and osmotic,
753,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G08730,,,7828736,stress.abiotic.heat and cold,
754,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G08720,,,7828736,stress.abiotic.heat and cold,
802,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,19075219,development.seedling and cotyledone,
803,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G26700,,,19075219,development.seedling and cotyledone,
804,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT1G53700,,,19075219,development.seedling and cotyledone,
805,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G14370,,,19075219,development.seedling and cotyledone,
806,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,18000043,hormone signaling.auxin,
807,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,18000043,"growth, development and morphogenesis",
811,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G12690,,,19144004,development.reproduction,
812,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT1G79250,,,19144004,development.reproduction,
825,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,16507089,signaling.light,
828,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,11740564,signaling.light,
829,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,11740564,signaling.light,
830,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,11309623,signaling.light,
831,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT1G53700,,,16460509,hormone signaling.auxin-transport,
832,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G14370,,,16460509,hormone signaling.auxin-transport,
833,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT1G53700,,,16460509,development.root,
834,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G14370,,,16460509,development.root,
835,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G62310,,,12000677,development.root,
859,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G25250,,,21625539,stress.biotic.plant defence,
860,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT4G13000,,,21625539,stress.biotic.plant defence,
861,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G04510,,,21625539,stress.biotic.plant defence,
862,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G10540,,,21625539,stress.biotic.plant defence,
867,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G25250,,,21625539,development.embryogenesis,
868,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT4G13000,,,21625539,development.embryogenesis,
869,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G04510,,,21625539,development.embryogenesis,
870,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G10540,,,21625539,development.embryogenesis,
875,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G25250,,,21625539,signaling.lipids,
876,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT4G13000,,,21625539,signaling.lipids,
877,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G04510,,,21625539,signaling.lipids,
878,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G10540,,,21625539,signaling.lipids,
907,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,20823065,signaling.gravitropic response,
908,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT1G53700,,,20823065,signaling.gravitropic response,
909,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G14370,,,20823065,signaling.gravitropic response,
910,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,20823065,development.seedling and cotyledone,
911,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT1G53700,,,20823065,development.seedling and cotyledone,
912,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G14370,,,20823065,development.seedling and cotyledone,
916,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,11641228,hormone signaling.auxin-transport,
917,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,11641228,development.primordia,
918,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,10693763,hormone signaling.auxin-transport,
919,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,10693763,development.primordia,
923,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,18643969,signaling.light,
924,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,18643969,signaling.light,
926,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,11251116,signaling.light,
927,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,9405347,signaling.light,
934,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT4G26610,,,19168677,hormone signaling.auxin-transport,
935,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G47750,,,19168677,hormone signaling.auxin-transport,
936,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G27580,,,19168677,hormone signaling.auxin-transport,
937,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G55910,,,19168677,hormone signaling.auxin-transport,
962,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,20031918,signaling.light,
965,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,7773019,signaling.light,
975,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,10557359,signaling.light,
976,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,10557359,signaling.calcium,
977,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,11439133,signaling.light,
978,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,11439133,signaling.channel regulation,
979,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,12821778,signaling.light,
980,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,12821778,signaling.light,
981,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,12821778,signaling.calcium,
982,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,12821778,signaling.calcium,
983,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,15546364,signaling.light,
984,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,15546364,signaling.light,
985,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,15749755,signaling.light,
986,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,15749755,signaling.light,
987,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G45780,,,15749755,development.plant growth,
988,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,15749755,development.plant growth,
989,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G58140,,,17662032,signaling.light,
1625,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,18000043,hormone signaling.auxin-transport,
4665,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT2G34650,,,23175631,development.flower,
5939,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G25250,,,23278806,stress.abiotivc.metal,
6116,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G55910,,,23709629,development.hypocotyl,
6117,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G27580,,,23709629,development.hypocotyl,
6118,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT4G26610,,,23709629,development.hypocotyl,
6119,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G47750,,,23709629,development.hypocotyl,
6120,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G55910,,,23709629,hormone signaling.ethylene,
6121,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT3G27580,,,23709629,hormone signaling.ethylene,
6122,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT4G26610,,,23709629,hormone signaling.ethylene,
6123,pathway,GO:0008150,biological process,MI:0619,AGC,kinase,AT5G47750,,,23709629,hormone signaling.ethylene,
6265,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,atypical,kinase,AT5G23720,AT1G50010,T349,24120637,cell.cytoskeletal dynamics,aDSP
5023,autophosphorylation,GO:0046777,protein autophosphorylation,no,AURORA,kinase,AT4G32830,AT4G32830,,19582900,cell.cycle.mitosis (chromosome division),
5066,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT3G61650,,22150830,cell.cycle.interphase.S (endoreduplication),
5067,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT3G61650,,22150830,cell.cycle.mitosis (chromosome division),
5068,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT3G61650,,22150830,cell.cycle.cytokinesis (cell division),
5069,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT3G61650,,22150830,development.stomata,
5024,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT2G25880,AT2G25880,,19582900,cell.cycle.mitosis (chromosome division),
5022,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT4G32830,AT1G09200,,19582900,cell.cycle.mitosis (chromosome division),
5026,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT4G32830,AT1G09200,S10,15722465,cell.cycle.cytokinesis (cell division),
5027,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT4G32830,AT1G09200,,16028112,cell.cycle.cytokinesis (cell division),
5028,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT2G25880,AT1G09200,,16028112,cell.cycle.cytokinesis (cell division),
5029,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT2G45490,AT1G09200,,16028112,cell.cycle.cytokinesis (cell division),
5030,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT2G25880,AT1G09200,,17202181,cell.cycle.mitosis (chromosome division),
5031,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT2G25880,AT1G09200,,17202181,cell.cycle.cytokinesis (cell division),
5032,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT2G45490,AT1G09200,S10,21527018,not specified,
5033,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT2G45490,AT1G09200,S28,21527018,not specified,
5784,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT2G45490,AT1G09200,S10,17087760,cell.cycle.mitosis (chromosome division),
5785,phosphorylation,GO:0006468,protein phosphorylation,MI:0217,AURORA,kinase,AT2G45490,AT1G09200,S28,17087760,cell.cycle.mitosis (chromosome division),
5062,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT1G03780,,22150830,cell.cycle.interphase.S (endoreduplication),
5063,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT1G03780,,22150830,cell.cycle.mitosis (chromosome division),
5064,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT1G03780,,22150830,cell.cycle.cytokinesis (cell division),
5065,interaction,GO:0005515,protein binding,MI:0914,AURORA,kinase,AT4G32830,AT1G03780,,22150830,development.stomata,
5025,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT4G32830,,,15469496,cell.cycle.cytokinesis (cell division),
5052,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT4G32830,,,22045917,cell.cycle.cytokinesis (cell division),
5053,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT4G32830,,,22045917,development.embryogenesis,
5054,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT4G32830,,,22045917,development.root,
5055,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT4G32830,,,22045917,development.primordia,
5056,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT4G32830,,,22045917,development.stomata,
5057,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT2G25880,,,22045917,cell.cycle.cytokinesis (cell division),
5058,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT2G25880,,,22045917,development.embryogenesis,
5059,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT2G25880,,,22045917,development.root,
5060,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT2G25880,,,22045917,development.primordia,
5061,pathway,GO:0008150,biological process,MI:0619,AURORA,kinase,AT2G25880,,,22045917,development.stomata,
3828,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT1G76540,AT5G65420,,TAIR,not specified,
3865,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,TAIR,not specified,
3891,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G54180,AT5G65420,,TAIR,not specified,
5454,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,10420643,cell.cycle.cytokinesis (cell division),
5455,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G54180,AT5G65420,,10420643,cell.cycle.cytokinesis (cell division),
5456,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,10420643,signaling.sugar,
5511,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT1G76540,AT5G65420,,12857813,cell.cycle.interphase.G2/M transition,
5516,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,12857813,cell.cycle.interphase.G2/M transition,
5674,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,17426018,cell.cycle,
5716,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,20861687,cell.cycle.cytokinesis (cell division),
5719,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G54180,AT5G65420,,20861687,cell.cycle.cytokinesis (cell division),
5722,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,20861687,cell.proliferation,
5724,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G65420,,20861687,development.root,
5726,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G54180,AT5G65420,,20861687,cell.proliferation,
5728,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G54180,AT5G65420,,20861687,development.root,
3836,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G63610,,TAIR,not specified,
5673,interaction,GO:0005515,protein binding,MI:0914,CDK,kinase,AT3G48750,AT5G63610,,17426018,cell.cycle,
5701,gene regulation,GO:0010468,regulation of gene expression,no,CDK,kinase,AT1G76540,AT5G62920,,18223038,hormone signaling.cytokinin,
